"","X","sample_id","latitude","longitude","lat_range.x","long_range.x","label.x","site_name","site_number","reporting_area","geo_group","p16.x","p42.x","plmw.x","phmw.x","pcb.x","p450","sod","shell","ci1","ci2","ci3","geo","lat_range.y","long_range.y","label.y","Analyte.x","Units.x","DryValue.x","Comments.x","pcb.y","DryValue_Group.x","Analyte.y","Units.y","DryValue.y","Comments.y","p16.y","DryValue_Group.y","Analyte.x.x","Units.x.x","DryValue.x.x","Comments.x.x","p42.y","Analyte.y.y","Units.y.y","DryValue.y.y","Comments.y.y","phmw.y","DryValue_Group.x.x","Analyte.x.x.x","Units.x.x.x","plmw.y","Comments.x.x.x","DryValue_Group.y.y","Analyte.y.y.y","Units.y.y.y","DryValue.x.x.x","Comments.y.y.y","phmw","DryValue_Group","Analyte","Units","DryValue.y.y.y","Comments","p42"
"271",271,271,47.78184,-122.83474,"47.5 - 47.79",-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34","Broad Spit (Fisherman's Point)",30,12,3,2,2,2,2,1,4814194,7.416,0.79,0.038,0.702,0.059,"2","47.78 - 48.21","-123.46 - -122.7","Group 2
Lat: 47.78 - 48.21
Long: -123.46 - -122.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"272",272,272,47.78184,-122.83474,"47.5 - 47.79",-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34","Broad Spit (Fisherman's Point)",30,12,3,2,2,2,2,1,1386295,9.277,0.66,0.034,0.728,0.063,"2","47.78 - 48.21","-123.46 - -122.7","Group 2
Lat: 47.78 - 48.21
Long: -123.46 - -122.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"273",273,273,47.346537,-122.82236,"47.5 - 47.79",-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34","Reach Island",39,13,3,2,2,2,2,1,7180438,7.636,0.655,0.03,0.643,0.053,"1","47.05 - 47.57","-123 - -122.67","Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67","Sum40CBs","ng/g",21.0172131,NA,1,"1","SumPAHs16","ng/g",81.73360656,NA,1,"1","SumPAHs42_DMNcorrected","ng/g",192.6577869,NA,1,"SumPAHsHMW","ng/g",81.73360656,NA,1,"1","SumPAHsLMW","ng/g",110.9241803,NA,"1","SumPAHsHMW","ng/g",81.73360656,NA,1,"1","SumPAHs42_DMNcorrected","ng/g",192.6577869,NA,1
"274",274,274,47.346537,-122.82236,"47.5 - 47.79",-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34","Reach Island",39,13,3,6,6,6,6,8,7550633,0.367,0.85,0.034,0.7,0.057,"1","47.05 - 47.57","-123 - -122.67","Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67","Sum40CBs","ng/g",21.0172131,NA,1,"1","SumPAHs16","ng/g",81.73360656,NA,1,"1","SumPAHs42_DMNcorrected","ng/g",192.6577869,NA,1,"SumPAHsHMW","ng/g",81.73360656,NA,1,"1","SumPAHsLMW","ng/g",110.9241803,NA,"1","SumPAHsHMW","ng/g",81.73360656,NA,1,"1","SumPAHs42_DMNcorrected","ng/g",192.6577869,NA,1
"275",275,275,47.346537,-122.82236,"47.5 - 47.79",-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34","Reach Island",39,13,3,6,6,6,6,8,1944973,0.028,0.765,0.034,0.67,0.057,"1","47.05 - 47.57","-123 - -122.67","Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67","Sum40CBs","ng/g",21.0172131,NA,1,"1","SumPAHs16","ng/g",81.73360656,NA,1,"1","SumPAHs42_DMNcorrected","ng/g",192.6577869,NA,1,"SumPAHsHMW","ng/g",81.73360656,NA,1,"1","SumPAHsLMW","ng/g",110.9241803,NA,"1","SumPAHsHMW","ng/g",81.73360656,NA,1,"1","SumPAHs42_DMNcorrected","ng/g",192.6577869,NA,1
"276",276,276,47.346537,-122.82236,"47.5 - 47.79",-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34","Reach Island",39,13,3,6,6,6,6,8,6208336,10.304,0.81,0.031,0.653,0.049,"1","47.05 - 47.57","-123 - -122.67","Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67","Sum40CBs","ng/g",21.0172131,NA,1,"1","SumPAHs16","ng/g",81.73360656,NA,1,"1","SumPAHs42_DMNcorrected","ng/g",192.6577869,NA,1,"SumPAHsHMW","ng/g",81.73360656,NA,1,"1","SumPAHsLMW","ng/g",110.9241803,NA,"1","SumPAHsHMW","ng/g",81.73360656,NA,1,"1","SumPAHs42_DMNcorrected","ng/g",192.6577869,NA,1
"277",277,277,47.44896,-122.372267,"47.5 - 47.79",-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34","Three Tree Point",22,11,3,6,6,6,6,8,8438404,9.208,0.73,0.034,0.742,0.059,"5","47.19 - 47.5","-122.64 - -122.33","Group 5
Lat: 47.19 - 47.5
Long: -122.64 - -122.33","Sum40CBs","ng/g",37.1142644,NA,2,"2","SumPAHs16","ng/g",129.6053678,NA,1,"1","SumPAHs42_DMNcorrected","ng/g",312.2311133,NA,2,"SumPAHsHMW","ng/g",141.387674,NA,1,"1","SumPAHsLMW","ng/g",176.7345924,NA,"1","SumPAHsHMW","ng/g",141.387674,NA,1,"1","SumPAHs42_DMNcorrected","ng/g",312.2311133,NA,2
"278",278,278,47.44896,-122.372267,"47.05 - 47.57",-0.33,"Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67","Three Tree Point",22,11,1,1,1,1,1,1,9704455,8.998,0.765,0.036,0.723,0.058,"5","47.19 - 47.5","-122.64 - -122.33","Group 5
Lat: 47.19 - 47.5
Long: -122.64 - -122.33","Sum40CBs","ng/g",37.1142644,NA,2,"2","SumPAHs16","ng/g",129.6053678,NA,1,"1","SumPAHs42_DMNcorrected","ng/g",312.2311133,NA,2,"SumPAHsHMW","ng/g",141.387674,NA,1,"1","SumPAHsLMW","ng/g",176.7345924,NA,"1","SumPAHsHMW","ng/g",141.387674,NA,1,"1","SumPAHs42_DMNcorrected","ng/g",312.2311133,NA,2
"279",279,279,47.44896,-122.372267,"47.05 - 47.57",-0.33,"Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67","Three Tree Point",22,11,1,1,1,1,1,1,10493027,9.76,0.955,0.034,0.717,0.061,"5","47.19 - 47.5","-122.64 - -122.33","Group 5
Lat: 47.19 - 47.5
Long: -122.64 - -122.33","Sum40CBs","ng/g",37.1142644,NA,2,"2","SumPAHs16","ng/g",129.6053678,NA,1,"1","SumPAHs42_DMNcorrected","ng/g",312.2311133,NA,2,"SumPAHsHMW","ng/g",141.387674,NA,1,"1","SumPAHsLMW","ng/g",176.7345924,NA,"1","SumPAHsHMW","ng/g",141.387674,NA,1,"1","SumPAHs42_DMNcorrected","ng/g",312.2311133,NA,2
"280",280,280,47.44896,-122.372267,"47.05 - 47.57",-0.33,"Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67","Three Tree Point",22,11,1,1,1,1,1,1,2838173,3.697,0.8,0.035,0.724,0.064,"5","47.19 - 47.5","-122.64 - -122.33","Group 5
Lat: 47.19 - 47.5
Long: -122.64 - -122.33","Sum40CBs","ng/g",37.1142644,NA,2,"2","SumPAHs16","ng/g",129.6053678,NA,1,"1","SumPAHs42_DMNcorrected","ng/g",312.2311133,NA,2,"SumPAHsHMW","ng/g",141.387674,NA,1,"1","SumPAHsLMW","ng/g",176.7345924,NA,"1","SumPAHsHMW","ng/g",141.387674,NA,1,"1","SumPAHs42_DMNcorrected","ng/g",312.2311133,NA,2
"281",281,281,47.50161,-122.38593,"47.05 - 47.57",-0.33,"Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67","Arroyo Beach",13,11,1,1,1,1,1,1,3284819,7.084,0.92,0.035,0.701,0.055,"5","47.19 - 47.5","-122.64 - -122.33","Group 5
Lat: 47.19 - 47.5
Long: -122.64 - -122.33","Sum40CBs","ng/g",34.8193076,NA,2,"2","SumPAHs16","ng/g",168.0932091,NA,2,"1","SumPAHs42_DMNcorrected","ng/g",408.2263648,NA,2,"SumPAHsHMW","ng/g",186.1031957,"dNPH Surrogate recovery below minimum QA value (60%)",1,"1","SumPAHsLMW","ng/g",216.1198402,"dNPH Surrogate recovery below minimum QA value (60%)","1","SumPAHsHMW","ng/g",186.1031957,"dNPH Surrogate recovery below minimum QA value (60%)",1,"1","SumPAHs42_DMNcorrected","ng/g",408.2263648,NA,2
"282",282,282,47.50161,-122.38593,"47.5 - 47.79",-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34","Arroyo Beach",13,11,3,2,2,2,2,3,6484263,0.635,0.965,0.032,0.66,0.054,"5","47.19 - 47.5","-122.64 - -122.33","Group 5
Lat: 47.19 - 47.5
Long: -122.64 - -122.33","Sum40CBs","ng/g",34.8193076,NA,2,"2","SumPAHs16","ng/g",168.0932091,NA,2,"1","SumPAHs42_DMNcorrected","ng/g",408.2263648,NA,2,"SumPAHsHMW","ng/g",186.1031957,"dNPH Surrogate recovery below minimum QA value (60%)",1,"1","SumPAHsLMW","ng/g",216.1198402,"dNPH Surrogate recovery below minimum QA value (60%)","1","SumPAHsHMW","ng/g",186.1031957,"dNPH Surrogate recovery below minimum QA value (60%)",1,"1","SumPAHs42_DMNcorrected","ng/g",408.2263648,NA,2
"283",283,283,47.50161,-122.38593,"47.5 - 47.79",-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34","Arroyo Beach",13,11,3,2,2,2,2,3,8681720,11.884,0.86,0.031,0.645,0.061,"5","47.19 - 47.5","-122.64 - -122.33","Group 5
Lat: 47.19 - 47.5
Long: -122.64 - -122.33","Sum40CBs","ng/g",34.8193076,NA,2,"2","SumPAHs16","ng/g",168.0932091,NA,2,"1","SumPAHs42_DMNcorrected","ng/g",408.2263648,NA,2,"SumPAHsHMW","ng/g",186.1031957,"dNPH Surrogate recovery below minimum QA value (60%)",1,"1","SumPAHsLMW","ng/g",216.1198402,"dNPH Surrogate recovery below minimum QA value (60%)","1","SumPAHsHMW","ng/g",186.1031957,"dNPH Surrogate recovery below minimum QA value (60%)",1,"1","SumPAHs42_DMNcorrected","ng/g",408.2263648,NA,2
"284",284,284,47.50161,-122.38593,"47.5 - 47.79",-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34","Arroyo Beach",13,11,3,2,2,2,2,3,1813468,6.1,0.955,0.034,0.675,0.058,"5","47.19 - 47.5","-122.64 - -122.33","Group 5
Lat: 47.19 - 47.5
Long: -122.64 - -122.33","Sum40CBs","ng/g",34.8193076,NA,2,"2","SumPAHs16","ng/g",168.0932091,NA,2,"1","SumPAHs42_DMNcorrected","ng/g",408.2263648,NA,2,"SumPAHsHMW","ng/g",186.1031957,"dNPH Surrogate recovery below minimum QA value (60%)",1,"1","SumPAHsLMW","ng/g",216.1198402,"dNPH Surrogate recovery below minimum QA value (60%)","1","SumPAHsHMW","ng/g",186.1031957,"dNPH Surrogate recovery below minimum QA value (60%)",1,"1","SumPAHs42_DMNcorrected","ng/g",408.2263648,NA,2
"285",285,285,47.50161,-122.38593,"47.5 - 47.79",-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34","Arroyo Beach",13,11,3,2,2,2,2,3,1987287,15.285,0.875,0.025,0.6,0.034,"5","47.19 - 47.5","-122.64 - -122.33","Group 5
Lat: 47.19 - 47.5
Long: -122.64 - -122.33","Sum40CBs","ng/g",34.8193076,NA,2,"2","SumPAHs16","ng/g",168.0932091,NA,2,"1","SumPAHs42_DMNcorrected","ng/g",408.2263648,NA,2,"SumPAHsHMW","ng/g",186.1031957,"dNPH Surrogate recovery below minimum QA value (60%)",1,"1","SumPAHsLMW","ng/g",216.1198402,"dNPH Surrogate recovery below minimum QA value (60%)","1","SumPAHsHMW","ng/g",186.1031957,"dNPH Surrogate recovery below minimum QA value (60%)",1,"1","SumPAHs42_DMNcorrected","ng/g",408.2263648,NA,2
"286",286,286,47.50161,-122.38593,"47.19 - 47.45",-0.31,"Group 5
Lat: 47.19 - 47.45
Long: -122.64 - -122.33","Arroyo Beach",13,11,5,3,3,4,3,4,6254099,0.00354,0.645,0.035,0.714,0.053,"5","47.19 - 47.5","-122.64 - -122.33","Group 5
Lat: 47.19 - 47.5
Long: -122.64 - -122.33","Sum40CBs","ng/g",34.8193076,NA,2,"2","SumPAHs16","ng/g",168.0932091,NA,2,"1","SumPAHs42_DMNcorrected","ng/g",408.2263648,NA,2,"SumPAHsHMW","ng/g",186.1031957,"dNPH Surrogate recovery below minimum QA value (60%)",1,"1","SumPAHsLMW","ng/g",216.1198402,"dNPH Surrogate recovery below minimum QA value (60%)","1","SumPAHsHMW","ng/g",186.1031957,"dNPH Surrogate recovery below minimum QA value (60%)",1,"1","SumPAHs42_DMNcorrected","ng/g",408.2263648,NA,2
"287",287,287,47.6663,-122.4018,"47.19 - 47.45",-0.31,"Group 5
Lat: 47.19 - 47.45
Long: -122.64 - -122.33","Salmon Bay, Commodore Park",16,10,5,3,3,4,3,4,5250262,5.874,0.67,0.033,0.743,0.058,"3","47.54 - 48.07","-122.7 - -122.23","Group 3
Lat: 47.54 - 48.07
Long: -122.7 - -122.23","Sum40CBs","ng/g",96.7352941,NA,6,"5","SumPAHs16","ng/g",409.2647059,NA,3,"2","SumPAHs42_DMNcorrected","ng/g",1041.764706,NA,3,"SumPAHsHMW","ng/g",535.7647059,NA,3,"2","SumPAHsLMW","ng/g",476.2352941,NA,"2","SumPAHsHMW","ng/g",535.7647059,NA,3,"2","SumPAHs42_DMNcorrected","ng/g",1041.764706,NA,3
"288",288,288,47.6663,-122.4018,"47.19 - 47.45",-0.31,"Group 5
Lat: 47.19 - 47.45
Long: -122.64 - -122.33","Salmon Bay, Commodore Park",16,10,5,3,3,4,3,4,6062837,4.592,0.795,0.034,0.705,0.062,"3","47.54 - 48.07","-122.7 - -122.23","Group 3
Lat: 47.54 - 48.07
Long: -122.7 - -122.23","Sum40CBs","ng/g",96.7352941,NA,6,"5","SumPAHs16","ng/g",409.2647059,NA,3,"2","SumPAHs42_DMNcorrected","ng/g",1041.764706,NA,3,"SumPAHsHMW","ng/g",535.7647059,NA,3,"2","SumPAHsLMW","ng/g",476.2352941,NA,"2","SumPAHsHMW","ng/g",535.7647059,NA,3,"2","SumPAHs42_DMNcorrected","ng/g",1041.764706,NA,3
"289",289,289,47.6663,-122.4018,"47.19 - 47.45",-0.31,"Group 5
Lat: 47.19 - 47.45
Long: -122.64 - -122.33","Salmon Bay, Commodore Park",16,10,5,3,3,4,3,4,1817199,1.33,0.725,0.035,0.69,0.054,"3","47.54 - 48.07","-122.7 - -122.23","Group 3
Lat: 47.54 - 48.07
Long: -122.7 - -122.23","Sum40CBs","ng/g",96.7352941,NA,6,"5","SumPAHs16","ng/g",409.2647059,NA,3,"2","SumPAHs42_DMNcorrected","ng/g",1041.764706,NA,3,"SumPAHsHMW","ng/g",535.7647059,NA,3,"2","SumPAHsLMW","ng/g",476.2352941,NA,"2","SumPAHsHMW","ng/g",535.7647059,NA,3,"2","SumPAHs42_DMNcorrected","ng/g",1041.764706,NA,3
"290",290,290,47.6663,-122.4018,"47.19 - 47.45",-0.31,"Group 5
Lat: 47.19 - 47.45
Long: -122.64 - -122.33","Salmon Bay, Commodore Park",16,10,5,3,3,4,3,4,4648412,3.381,0.64,0.035,0.735,0.055,"3","47.54 - 48.07","-122.7 - -122.23","Group 3
Lat: 47.54 - 48.07
Long: -122.7 - -122.23","Sum40CBs","ng/g",96.7352941,NA,6,"5","SumPAHs16","ng/g",409.2647059,NA,3,"2","SumPAHs42_DMNcorrected","ng/g",1041.764706,NA,3,"SumPAHsHMW","ng/g",535.7647059,NA,3,"2","SumPAHsLMW","ng/g",476.2352941,NA,"2","SumPAHsHMW","ng/g",535.7647059,NA,3,"2","SumPAHs42_DMNcorrected","ng/g",1041.764706,NA,3
"291",291,291,47.671678,-122.406663,"47.19 - 47.45",-0.31,"Group 5
Lat: 47.19 - 47.45
Long: -122.64 - -122.33","Shilshole Bay",18,10,5,1,2,2,1,2,3787448,0.854,0.56,0.037,0.75,0.051,"3","47.54 - 48.07","-122.7 - -122.23","Group 3
Lat: 47.54 - 48.07
Long: -122.7 - -122.23","Sum40CBs","ng/g",90.2056632,NA,6,"4","SumPAHs16","ng/g",1052.399404,NA,4,"3","SumPAHs42_DMNcorrected","ng/g",1954.456036,NA,4,"SumPAHsHMW","ng/g",1277.913562,NA,4,"3","SumPAHsLMW","ng/g",714.1281669,NA,"2","SumPAHsHMW","ng/g",1277.913562,NA,4,"3","SumPAHs42_DMNcorrected","ng/g",1954.456036,NA,4
"292",292,292,47.671678,-122.406663,"47.19 - 47.45",-0.31,"Group 5
Lat: 47.19 - 47.45
Long: -122.64 - -122.33","Shilshole Bay",18,10,5,1,2,2,1,2,2701769,1.541,0.575,0.031,0.681,0.05,"3","47.54 - 48.07","-122.7 - -122.23","Group 3
Lat: 47.54 - 48.07
Long: -122.7 - -122.23","Sum40CBs","ng/g",90.2056632,NA,6,"4","SumPAHs16","ng/g",1052.399404,NA,4,"3","SumPAHs42_DMNcorrected","ng/g",1954.456036,NA,4,"SumPAHsHMW","ng/g",1277.913562,NA,4,"3","SumPAHsLMW","ng/g",714.1281669,NA,"2","SumPAHsHMW","ng/g",1277.913562,NA,4,"3","SumPAHs42_DMNcorrected","ng/g",1954.456036,NA,4
"293",293,293,47.671678,-122.406663,"47.19 - 47.45",-0.31,"Group 5
Lat: 47.19 - 47.45
Long: -122.64 - -122.33","Shilshole Bay",18,10,5,1,2,2,1,2,1902525,12.831,0.515,0.029,0.727,0.053,"3","47.54 - 48.07","-122.7 - -122.23","Group 3
Lat: 47.54 - 48.07
Long: -122.7 - -122.23","Sum40CBs","ng/g",90.2056632,NA,6,"4","SumPAHs16","ng/g",1052.399404,NA,4,"3","SumPAHs42_DMNcorrected","ng/g",1954.456036,NA,4,"SumPAHsHMW","ng/g",1277.913562,NA,4,"3","SumPAHsLMW","ng/g",714.1281669,NA,"2","SumPAHsHMW","ng/g",1277.913562,NA,4,"3","SumPAHs42_DMNcorrected","ng/g",1954.456036,NA,4
"294",294,294,47.671678,-122.406663,"47.19 - 47.45",-0.31,"Group 5
Lat: 47.19 - 47.45
Long: -122.64 - -122.33","Shilshole Bay",18,10,5,1,2,2,1,2,2449213,24.401,0.575,0.032,0.756,0.058,"3","47.54 - 48.07","-122.7 - -122.23","Group 3
Lat: 47.54 - 48.07
Long: -122.7 - -122.23","Sum40CBs","ng/g",90.2056632,NA,6,"4","SumPAHs16","ng/g",1052.399404,NA,4,"3","SumPAHs42_DMNcorrected","ng/g",1954.456036,NA,4,"SumPAHsHMW","ng/g",1277.913562,NA,4,"3","SumPAHsLMW","ng/g",714.1281669,NA,"2","SumPAHsHMW","ng/g",1277.913562,NA,4,"3","SumPAHs42_DMNcorrected","ng/g",1954.456036,NA,4
"295",295,295,47.60255,-122.66992,"47.81 - 48.26",-0.28,"Group 6
Lat: 47.81 - 48.26
Long: -122.51 - -122.23","Rocky Point",27,10,6,2,2,2,1,2,25070825,15.435,0.695,0.034,0.705,0.065,"3","47.54 - 48.07","-122.7 - -122.23","Group 3
Lat: 47.54 - 48.07
Long: -122.7 - -122.23","Sum40CBs","ng/g",60.8863081,NA,4,"3","SumPAHs16","ng/g",133.9498778,NA,2,"1","SumPAHs42_DMNcorrected","ng/g",310.5201711,NA,2,"SumPAHsHMW","ng/g",133.9498778,"dNPH Surrogate recovery below minimum QA value (60%)",1,"1","SumPAHsLMW","ng/g",176.5702934,"dNPH Surrogate recovery below minimum QA value (60%)","1","SumPAHsHMW","ng/g",133.9498778,"dNPH Surrogate recovery below minimum QA value (60%)",1,"1","SumPAHs42_DMNcorrected","ng/g",310.5201711,NA,2
"296",296,296,47.60255,-122.66992,"47.81 - 48.26",-0.28,"Group 6
Lat: 47.81 - 48.26
Long: -122.51 - -122.23","Rocky Point",27,10,6,2,2,2,1,2,1980531,7.396,0.595,0.034,0.711,0.062,"3","47.54 - 48.07","-122.7 - -122.23","Group 3
Lat: 47.54 - 48.07
Long: -122.7 - -122.23","Sum40CBs","ng/g",60.8863081,NA,4,"3","SumPAHs16","ng/g",133.9498778,NA,2,"1","SumPAHs42_DMNcorrected","ng/g",310.5201711,NA,2,"SumPAHsHMW","ng/g",133.9498778,"dNPH Surrogate recovery below minimum QA value (60%)",1,"1","SumPAHsLMW","ng/g",176.5702934,"dNPH Surrogate recovery below minimum QA value (60%)","1","SumPAHsHMW","ng/g",133.9498778,"dNPH Surrogate recovery below minimum QA value (60%)",1,"1","SumPAHs42_DMNcorrected","ng/g",310.5201711,NA,2
"297",297,297,47.60255,-122.66992,"47.81 - 48.26",-0.28,"Group 6
Lat: 47.81 - 48.26
Long: -122.51 - -122.23","Rocky Point",27,10,6,2,2,2,1,2,7956123,14.146,0.745,0.033,0.706,0.059,"3","47.54 - 48.07","-122.7 - -122.23","Group 3
Lat: 47.54 - 48.07
Long: -122.7 - -122.23","Sum40CBs","ng/g",60.8863081,NA,4,"3","SumPAHs16","ng/g",133.9498778,NA,2,"1","SumPAHs42_DMNcorrected","ng/g",310.5201711,NA,2,"SumPAHsHMW","ng/g",133.9498778,"dNPH Surrogate recovery below minimum QA value (60%)",1,"1","SumPAHsLMW","ng/g",176.5702934,"dNPH Surrogate recovery below minimum QA value (60%)","1","SumPAHsHMW","ng/g",133.9498778,"dNPH Surrogate recovery below minimum QA value (60%)",1,"1","SumPAHs42_DMNcorrected","ng/g",310.5201711,NA,2
"298",298,298,47.60255,-122.66992,"47.81 - 48.26",-0.28,"Group 6
Lat: 47.81 - 48.26
Long: -122.51 - -122.23","Rocky Point",27,10,6,2,2,2,1,2,2871726,2.605,0.72,0.035,0.735,0.06,"3","47.54 - 48.07","-122.7 - -122.23","Group 3
Lat: 47.54 - 48.07
Long: -122.7 - -122.23","Sum40CBs","ng/g",60.8863081,NA,4,"3","SumPAHs16","ng/g",133.9498778,NA,2,"1","SumPAHs42_DMNcorrected","ng/g",310.5201711,NA,2,"SumPAHsHMW","ng/g",133.9498778,"dNPH Surrogate recovery below minimum QA value (60%)",1,"1","SumPAHsLMW","ng/g",176.5702934,"dNPH Surrogate recovery below minimum QA value (60%)","1","SumPAHsHMW","ng/g",133.9498778,"dNPH Surrogate recovery below minimum QA value (60%)",1,"1","SumPAHs42_DMNcorrected","ng/g",310.5201711,NA,2
"299",299,299,47.5833538,-122.6414587,"47.81 - 48.26",-0.28,"Group 6
Lat: 47.81 - 48.26
Long: -122.51 - -122.23","Lions Park",37,10,6,2,2,2,1,2,8242277,6.1,0.66,0.025,0.731,0.059,"3","47.54 - 48.07","-122.7 - -122.23","Group 3
Lat: 47.54 - 48.07
Long: -122.7 - -122.23","Sum40CBs","ng/g",58.5767232,NA,4,"3","SumPAHs16","ng/g",118.4697773,NA,1,"1","SumPAHs42_DMNcorrected","ng/g",289.592789,NA,1,"SumPAHsHMW","ng/g",131.6330859,NA,1,"1","SumPAHsLMW","ng/g",157.9597031,NA,"1","SumPAHsHMW","ng/g",131.6330859,NA,1,"1","SumPAHs42_DMNcorrected","ng/g",289.592789,NA,1
"300",300,300,47.5833538,-122.6414587,"47.81 - 48.26",-0.28,"Group 6
Lat: 47.81 - 48.26
Long: -122.51 - -122.23","Lions Park",37,10,6,2,2,2,1,2,8603570,13.891,0.75,0.022,0.642,0.05,"3","47.54 - 48.07","-122.7 - -122.23","Group 3
Lat: 47.54 - 48.07
Long: -122.7 - -122.23","Sum40CBs","ng/g",58.5767232,NA,4,"3","SumPAHs16","ng/g",118.4697773,NA,1,"1","SumPAHs42_DMNcorrected","ng/g",289.592789,NA,1,"SumPAHsHMW","ng/g",131.6330859,NA,1,"1","SumPAHsLMW","ng/g",157.9597031,NA,"1","SumPAHsHMW","ng/g",131.6330859,NA,1,"1","SumPAHs42_DMNcorrected","ng/g",289.592789,NA,1
"301",301,301,47.5833538,-122.6414587,"47.81 - 48.26",-0.28,"Group 6
Lat: 47.81 - 48.26
Long: -122.51 - -122.23","Lions Park",37,10,6,1,1,1,1,1,2556547,7.869,0.805,0.032,0.647,0.048,"3","47.54 - 48.07","-122.7 - -122.23","Group 3
Lat: 47.54 - 48.07
Long: -122.7 - -122.23","Sum40CBs","ng/g",58.5767232,NA,4,"3","SumPAHs16","ng/g",118.4697773,NA,1,"1","SumPAHs42_DMNcorrected","ng/g",289.592789,NA,1,"SumPAHsHMW","ng/g",131.6330859,NA,1,"1","SumPAHsLMW","ng/g",157.9597031,NA,"1","SumPAHsHMW","ng/g",131.6330859,NA,1,"1","SumPAHs42_DMNcorrected","ng/g",289.592789,NA,1
"302",302,302,47.5833538,-122.6414587,"47.81 - 48.26",-0.28,"Group 6
Lat: 47.81 - 48.26
Long: -122.51 - -122.23","Lions Park",37,10,6,1,1,1,1,1,6090272,13.836,0.785,0.031,0.692,0.058,"3","47.54 - 48.07","-122.7 - -122.23","Group 3
Lat: 47.54 - 48.07
Long: -122.7 - -122.23","Sum40CBs","ng/g",58.5767232,NA,4,"3","SumPAHs16","ng/g",118.4697773,NA,1,"1","SumPAHs42_DMNcorrected","ng/g",289.592789,NA,1,"SumPAHsHMW","ng/g",131.6330859,NA,1,"1","SumPAHsLMW","ng/g",157.9597031,NA,"1","SumPAHsHMW","ng/g",131.6330859,NA,1,"1","SumPAHs42_DMNcorrected","ng/g",289.592789,NA,1
"303",303,303,48.255358,-122.507014,"47.81 - 48.26",-0.28,"Group 6
Lat: 47.81 - 48.26
Long: -122.51 - -122.23","North Camano",7,8.1,6,1,1,1,1,1,8854710,0.00354,0.745,0.033,0.694,0.051,"4","48.26 - 48.82","-123.02 - -122.5","Group 4
Lat: 48.26 - 48.82
Long: -123.02 - -122.5","Sum40CBs","ng/g",19.0437956,NA,1,"1","SumPAHs16","ng/g",63.47931873,NA,1,"1","SumPAHs42_DMNcorrected","ng/g",165.0462287,NA,1,"SumPAHsHMW","ng/g",54.59221411,NA,1,"1","SumPAHsLMW","ng/g",107.9148418,NA,"1","SumPAHsHMW","ng/g",54.59221411,NA,1,"1","SumPAHs42_DMNcorrected","ng/g",165.0462287,NA,1
"304",304,304,48.255358,-122.507014,"47.81 - 48.26",-0.28,"Group 6
Lat: 47.81 - 48.26
Long: -122.51 - -122.23","North Camano",7,8.1,6,1,1,1,1,1,32449887,0.564,0.725,0.033,0.728,0.058,"4","48.26 - 48.82","-123.02 - -122.5","Group 4
Lat: 48.26 - 48.82
Long: -123.02 - -122.5","Sum40CBs","ng/g",19.0437956,NA,1,"1","SumPAHs16","ng/g",63.47931873,NA,1,"1","SumPAHs42_DMNcorrected","ng/g",165.0462287,NA,1,"SumPAHsHMW","ng/g",54.59221411,NA,1,"1","SumPAHsLMW","ng/g",107.9148418,NA,"1","SumPAHsHMW","ng/g",54.59221411,NA,1,"1","SumPAHs42_DMNcorrected","ng/g",165.0462287,NA,1
